Timestamp,Latitude,Longitude,Altitude_m,Battery_V,State_Message
2026-05-18 03:10:11.000,47.397824786146636,8.54558176423651,491.0137317623968,15.2,RRT* WP 1
2026-05-18 03:10:11.002,47.397824786146636,8.54558176423651,491.0137317623968,15.2,RRT* WP 1
2026-05-18 03:10:11.003,47.397824786146636,8.54558176423651,491.0137317623968,15.2,RRT* WP 1
2026-05-18 03:10:18.479,47.39783550625511,8.54558139089218,490.2574400574009,15.2,RRT* WP 2
2026-05-18 03:10:18.480,47.39783550625511,8.54558139089218,490.2574400574009,15.2,RRT* WP 2
2026-05-18 03:10:18.482,47.39783550625511,8.54558139089218,490.2574400574009,15.2,RRT* WP 2
2026-05-18 03:10:25.571,47.397877000135004,8.545594,488.0,15.2,RRT* WP 3
2026-05-18 03:10:25.573,47.397877000135004,8.545594,488.0,15.2,RRT* WP 3
2026-05-18 03:10:25.574,47.397877000135004,8.545594,488.0,15.2,RRT* WP 3
2026-05-18 03:10:32.668,47.39789678587839,8.54562456868554,488.32288707012844,15.2,RRT* WP 1
2026-05-18 03:10:32.670,47.39789678587839,8.54562456868554,488.32288707012844,15.2,RRT* WP 1
2026-05-18 03:10:32.672,47.39789678587839,8.54562456868554,488.32288707012844,15.2,RRT* WP 1
2026-05-18 03:10:39.752,47.39787234971772,8.545682389766245,486.6008124437581,15.2,RRT* WP 2
2026-05-18 03:10:39.754,47.39787234971772,8.545682389766245,486.6008124437581,15.2,RRT* WP 2
2026-05-18 03:10:39.756,47.39787234971772,8.545682389766245,486.6008124437581,15.2,RRT* WP 2
2026-05-18 03:10:39.808,47.39787234971772,8.545682389766245,486.6008124437581,15.2,EVASION TRIGGERED
2026-05-18 03:10:54.847,47.397877000135004,8.545793437349861,488.0,15.2,RRT* WP 3
2026-05-18 03:10:54.849,47.397877000135004,8.545793437349861,488.0,15.2,RRT* WP 3
2026-05-18 03:10:54.850,47.397877000135004,8.545793437349861,488.0,15.2,RRT* WP 3
2026-05-18 03:11:01.932,47.39780929438848,8.545757218232486,489.33644159659525,15.2,RRT* WP 1
2026-05-18 03:11:01.933,47.39780929438848,8.545757218232486,489.33644159659525,15.2,RRT* WP 1
2026-05-18 03:11:01.934,47.39780929438848,8.545757218232486,489.33644159659525,15.2,RRT* WP 1
2026-05-18 03:11:09.014,47.39780936749095,8.545782851635071,491.2460300961179,15.2,RRT* WP 2
2026-05-18 03:11:09.015,47.39780936749095,8.545782851635071,491.2460300961179,15.2,RRT* WP 2
2026-05-18 03:11:09.016,47.39780936749095,8.545782851635071,491.2460300961179,15.2,RRT* WP 2
2026-05-18 03:11:16.090,47.397742,8.545793437349861,488.0,15.2,RRT* WP 3
2026-05-18 03:11:16.090,47.397742,8.545793437349861,488.0,15.2,RRT* WP 3
2026-05-18 03:11:16.091,47.397742,8.545793437349861,488.0,15.2,RRT* WP 3
2026-05-18 03:11:23.165,47.39769673861273,8.545757938608643,489.88749420533935,15.2,RRT* WP 1
2026-05-18 03:11:23.167,47.39769673861273,8.545757938608643,489.88749420533935,15.2,RRT* WP 1
2026-05-18 03:11:23.168,47.39769673861273,8.545757938608643,489.88749420533935,15.2,RRT* WP 1
2026-05-18 03:11:30.259,47.397747419525174,8.545694131405575,490.3736241720742,15.2,RRT* WP 2
2026-05-18 03:11:30.260,47.397747419525174,8.545694131405575,490.3736241720742,15.2,RRT* WP 2
2026-05-18 03:11:30.261,47.397747419525174,8.545694131405575,490.3736241720742,15.2,RRT* WP 2
2026-05-18 03:11:37.340,47.397742,8.545594,488.0,15.2,RRT* WP 3
2026-05-18 03:11:37.340,47.397742,8.545594,488.0,15.2,RRT* WP 3
2026-05-18 03:11:37.341,47.397742,8.545594,488.0,15.2,RRT* WP 3
