Timestamp,Latitude,Longitude,Altitude_m,Battery_V,State_Message
2026-05-18 02:48:19.136,47.397877000135004,8.545594,488.0,15.2,Navigating to WP 1
2026-05-18 02:48:20.515,47.397877000135004,8.545594,488.0,15.2,Navigating to WP 1
2026-05-18 02:48:21.584,47.397877000135004,8.545594,488.0,15.2,Navigating to WP 1
2026-05-18 02:48:22.606,47.397877000135004,8.545594,488.0,15.2,Navigating to WP 1
2026-05-18 02:48:23.627,47.397877000135004,8.545594,488.0,15.2,Navigating to WP 1
2026-05-18 02:48:31.668,47.397877000135004,8.545793437349861,488.0,15.2,Navigating to WP 2
2026-05-18 02:48:32.689,47.397877000135004,8.545793437349861,488.0,15.2,Navigating to WP 2
2026-05-18 02:48:33.705,47.397877000135004,8.545793437349861,488.0,15.2,Navigating to WP 2
2026-05-18 02:48:33.713,47.397877000135004,8.545793437349861,488.0,15.2,EVASION TRIGGERED
2026-05-18 02:48:41.731,47.397877000135004,8.545793437349861,488.0,15.2,Navigating to WP 2
2026-05-18 02:48:42.753,47.397877000135004,8.545793437349861,488.0,15.2,Navigating to WP 2
2026-05-18 02:48:50.796,47.397742,8.545793437349861,488.0,15.2,Navigating to WP 3
2026-05-18 02:48:51.818,47.397742,8.545793437349861,488.0,15.2,Navigating to WP 3
2026-05-18 02:48:52.828,47.397742,8.545793437349861,488.0,15.2,Navigating to WP 3
2026-05-18 02:48:53.849,47.397742,8.545793437349861,488.0,15.2,Navigating to WP 3
2026-05-18 02:48:54.871,47.397742,8.545793437349861,488.0,15.2,Navigating to WP 3
2026-05-18 02:49:02.906,47.397742,8.545594,488.0,15.2,Navigating to WP 4
2026-05-18 02:49:03.926,47.397742,8.545594,488.0,15.2,Navigating to WP 4
2026-05-18 02:49:03.940,47.397742,8.545594,488.0,15.2,EVASION TRIGGERED
2026-05-18 02:49:11.968,47.397742,8.545594,488.0,15.2,Navigating to WP 4
2026-05-18 02:49:12.988,47.397742,8.545594,488.0,15.2,Navigating to WP 4
2026-05-18 02:49:14.009,47.397742,8.545594,488.0,15.2,Navigating to WP 4
